time,query,answer,AnswerImageUrl,intent,ner_tag,timepoint,day,detailloc
9:46:13,후생관,수요일 후생관 메뉴 찌개 삼겹살김치찌개 계란후라이 돌솥 운영없음 특 식 베이컨참치볶음밥 순살돈까스 고정메뉴 분식 생협김밥  참치마요김밥  유부우동  꼬지우동  김치우동  김밥우동세트 라면 신라면  치즈라면  순두부열라면  짜계치  라면정식  라면김밥세트   요일별 샐러드 양식 월  금    소시지오므라이스화     새우튀김오므라이스 수    통등심돈까스  치즈돈까스목    스페셜오므라이스 ,,교내학식,후생관,전체,수요일,인식하지못함
9:46:22,기계공학 과사,기계공학과 사무실 사무실   공대 4호관 212호 T 063 270 2316 F 063 270 2315,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
9:46:25,기공 과사,기계공학과 사무실 사무실   공대 4호관 212호 T 063 270 2316 F 063 270 2315,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
9:46:45,기계 과사 어디야 ,기계공학과 사무실 사무실   공대 4호관 212호 T 063 270 2316 F 063 270 2315,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
9:46:49,안녕,이해하기가 힘들어요        조금만 더 쉽게 말해주세요      ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
9:46:53,안녕 ,아직 공부를 별로 안했어요          말씀 좀 자세히    좀     부탁드립니다       ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
9:46:58,귀여웡,너무 어려워요                 조금 더 자세히 입력해주세요        ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
9:47:0,학식,한국어 너무 어려워요         더 자세히 말씀해주실 수 있나요              ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
9:47:3,학식 ,아직 공부를 별로 안했어요          더 자세히 말씀해주실 수 있나요              ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
9:47:6,학식 메뉴,너무 어려워요                 혹시 학식을 찾고계신가요  어떤 식당인지도 알려주실래요            ,,교내학식,인식하지못함,아침,수요일,인식하지못함
9:47:13,후생관 메뉴,수요일 후생관 메뉴 찌개 삼겹살김치찌개 계란후라이 돌솥 운영없음 특 식 베이컨참치볶음밥 순살돈까스 고정메뉴 분식 생협김밥  참치마요김밥  유부우동  꼬지우동  김치우동  김밥우동세트 라면 신라면  치즈라면  순두부열라면  짜계치  라면정식  라면김밥세트   요일별 샐러드 양식 월  금    소시지오므라이스화     새우튀김오므라이스 수    통등심돈까스  치즈돈까스목    스페셜오므라이스 ,,교내학식,후생관,전체,수요일,인식하지못함
9:47:19,참빛관 메뉴,참빛관 수요일 아침 쌀밥 떡국 동그랑땡야채조림 상추무침 무말랭이무침 김치  간편식  모듬야채죽 동그랑땡야채조림 무말랭이무침 김치 두유,,교내학식,참빛관,아침,수요일,인식하지못함
9:47:27,참빛 점심,참빛관 수요일 점심 흑미밥 돈육순두부찌개 생선까스 타르타르드레싱 해초무치 간장마늘종지무침 김치  누들식  로제스파게티 고구마파이 오이피클 김치,,교내학식,참빛관,점심,수요일,인식하지못함
9:47:33,참빛 운영시간,생활관 참빛관 운영시간 조식 07 30 9 00  중식 12 00 13 30  석식 17 30 19 00,,교내식당 운영시간,생활관 참빛관 운영시간,인식하지못함,인식하지못함,인식하지못함
9:47:38,참빛 언제까지 해 ,생활관 참빛관 운영시간 조식 07 30 9 00  중식 12 00 13 30  석식 17 30 19 00,,교내식당 운영시간,생활관 참빛관 운영시간,인식하지못함,인식하지못함,인식하지못함
9:47:47,참빛관 식당 언제까지하지 ,생활관 참빛관 운영시간 조식 07 30 9 00  중식 12 00 13 30  석식 17 30 19 00,,교내식당 운영시간,생활관 참빛관 운영시간,인식하지못함,인식하지못함,인식하지못함
9:49:20,기공,기계공학과 사무실 사무실   공대 4호관 212호 T 063 270 2316 F 063 270 2315,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
9:51:23,유소파,유기소재섬유공학 사무실 사무실   공대2호관 314호 T 063 270 2349 F 063 270 2348,,학과사무실,유기소재섬유공학,인식하지못함,인식하지못함,인식하지못함
9:51:29,유소파 과사 알려줘,유기소재섬유공학 사무실 사무실   공대2호관 314호 T 063 270 2349 F 063 270 2348,,학과사무실,유기소재섬유공학,인식하지못함,인식하지못함,인식하지못함
9:52:2,도북아 유소파 과사 위치좀 알려줄래 ,유기소재섬유공학 사무실 사무실   공대2호관 314호 T 063 270 2349 F 063 270 2348,,학과사무실,유기소재섬유공학,인식하지못함,인식하지못함,인식하지못함
9:55:35,상과대학 3호관 어디야 ,http   kko to 42EeKsN TG,,위치,전북대학교 상과대학,인식하지못함,인식하지못함,3호관
9:55:43,상3,http   kko to 42EeKsN TG,,위치,전북대학교 상과대학,인식하지못함,인식하지못함,3호관
9:55:47,참빛관 식당 언제까지 해  ,생활관 참빛관 운영시간 조식 07 30 9 00  중식 12 00 13 30  석식 17 30 19 00,,교내식당 운영시간,생활관 참빛관 운영시간,인식하지못함,인식하지못함,인식하지못함
9:55:49,후생관 메뉴 뭐야 ,수요일 후생관 메뉴 찌개 삼겹살김치찌개 계란후라이 돌솥 운영없음 특 식 베이컨참치볶음밥 순살돈까스 고정메뉴 분식 생협김밥  참치마요김밥  유부우동  꼬지우동  김치우동  김밥우동세트 라면 신라면  치즈라면  순두부열라면  짜계치  라면정식  라면김밥세트   요일별 샐러드 양식 월  금    소시지오므라이스화     새우튀김오므라이스 수    통등심돈까스  치즈돈까스목    스페셜오므라이스 ,,교내학식,후생관,전체,수요일,인식하지못함
9:55:55,   ,진수원 수요일 점심 온메밀소바불맛돈불고기계란찜청경채나물,,교내학식,진수원,점심,수요일,인식하지못함
9:55:56,상3,http   kko to 42EeKsN TG,,위치,전북대학교 상과대학,인식하지못함,인식하지못함,3호관
9:56:1,참빛관 식당 언제까지 해  ,생활관 참빛관 운영시간 조식 07 30 9 00  중식 12 00 13 30  석식 17 30 19 00,,교내식당 운영시간,생활관 참빛관 운영시간,인식하지못함,인식하지못함,인식하지못함
9:56:15,기공 과사,기계공학과 사무실 사무실   공대 4호관 212호 T 063 270 2316 F 063 270 2315,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
9:56:16,참빛관 식당 언제까지 해 ,생활관 참빛관 운영시간 조식 07 30 9 00  중식 12 00 13 30  석식 17 30 19 00,,교내식당 운영시간,생활관 참빛관 운영시간,인식하지못함,인식하지못함,인식하지못함
9:56:20,기공과사 알려주라,기계공학과 사무실 사무실   공대 4호관 212호 T 063 270 2316 F 063 270 2315,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
10:1:26,   ,진수원 수요일 점심 온메밀소바불맛돈불고기계란찜청경채나물,,교내학식,진수원,점심,수요일,인식하지못함
10:6:8,  ,         무슨 말인지 잘 모르겠어요  말씀 좀 자세히    좀     부탁드립니다       ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
10:15:13,오늘 밥,         무슨 말인지 잘 모르겠어요  혹시 학식을 찾고계신가요  어떤 식당인지도 알려주실래요            ,,교내학식,인식하지못함,아침,수요일,인식하지못함
10:38:9,밥 뭐나와,이해하기가 힘들어요        혹시 학식을 찾고계신가요  어떤 식당인지도 알려주실래요            ,,교내학식,인식하지못함,아침,수요일,인식하지못함
10:38:18,참빛 밥,참빛관 수요일 아침 쌀밥 떡국 동그랑땡야채조림 상추무침 무말랭이무침 김치  간편식  모듬야채죽 동그랑땡야채조림 무말랭이무침 김치 두유,,교내학식,참빛관,아침,수요일,인식하지못함
10:46:6,7호관이 어디있어 ,이해하기가 힘들어요        어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,7호관
10:46:18,공대7호관이 어디있어 ,http   kko to gnD1U17KCK,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,7호관
10:47:1,안녕,한국어 너무 어려워요         더 자세히 말씀해주실 수 있나요              ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
10:47:2,공대    7호관이 어디있어 ,http   kko to gnD1U17KCK,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,7호관
10:47:4,안녕,이해하기가 힘들어요        말씀 좀 자세히    좀     부탁드립니다       ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
10:47:13,help,너무 어려워요                 조금 더 자세히 입력해주세요        ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
10:47:14,교내 인스타가 뭐야,총학생회instagram https   www instagram com jbnu ch   총동아리연합회instagram https   www instagram com jbnu dong   홍보대사instagram https   www instagram com jbnu ambassador   전북대학교instagram https   www instagram com jbnu1947   ,,sns안내,전체,인식하지못함,인식하지못함,인식하지못함
10:47:17,참빛,참빛관 수요일 아침 쌀밥 떡국 동그랑땡야채조림 상추무침 무말랭이무침 김치  간편식  모듬야채죽 동그랑땡야채조림 무말랭이무침 김치 두유,,교내학식,참빛관,아침,수요일,인식하지못함
10:47:17,상과대학 3호관 어디야 ,http   kko to 42EeKsN TG,,위치,전북대학교 상과대학,인식하지못함,인식하지못함,3호관
10:47:18,오늘 참빛 밥,참빛관 수요일 아침 쌀밥 떡국 동그랑땡야채조림 상추무침 무말랭이무침 김치  간편식  모듬야채죽 동그랑땡야채조림 무말랭이무침 김치 두유,,교내학식,참빛관,아침,수요일,인식하지못함
10:47:18,학도 위치 알려줘,http   kko to C16GyMUJX ,,위치,전북대학교 학습도서관,인식하지못함,인식하지못함,인식하지못함
10:47:22,자연대 본관,http   kko to  PkISfyEV5,,위치,전북대학교 자연과학대학,인식하지못함,인식하지못함,인식하지못함
10:47:22,공대5호관어디야,http   kko to  718ibrnoU,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,5호관
10:47:24,상대3호관,http   kko to 42EeKsN TG,,위치,전북대학교 상과대학,인식하지못함,인식하지못함,3호관
10:47:31,상3,http   kko to 42EeKsN TG,,위치,전북대학교 상과대학,인식하지못함,인식하지못함,3호관
10:47:32,기숙사밥,너무 어려워요                 혹시 학식을 찾고계신가요  어떤 식당인지도 알려주실래요            ,,교내학식,인식하지못함,아침,수요일,인식하지못함
10:47:32,공대 6호관,http   kko to F Cagbfp39,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,6호관
10:47:34,글로벌 융합,너무 어려워요                 어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,인식하지못함
10:47:35,인문사회관,너무 어려워요                 어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,인식하지못함
10:47:36,공대6,http   kko to F Cagbfp39,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,6호관
10:47:36,구정문,         무슨 말인지 잘 모르겠어요  더 자세히 말씀해주실 수 있나요              ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
10:47:42,신정문,         무슨 말인지 잘 모르겠어요  조금만 더 쉽게 말해주세요      ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
10:47:43,참빛밥,참빛관 수요일 아침 쌀밥 떡국 동그랑땡야채조림 상추무침 무말랭이무침 김치  간편식  모듬야채죽 동그랑땡야채조림 무말랭이무침 김치 두유,,교내학식,참빛관,아침,수요일,인식하지못함
10:47:43,글로벌 인재관,http   kko to LHHOaXatZc,,위치,전북대학교 글로벌인재관,인식하지못함,인식하지못함,인식하지못함
10:47:44,상대3,http   kko to 42EeKsN TG,,위치,전북대학교 상과대학,인식하지못함,인식하지못함,3호관
10:47:48,후생관 메뉴,수요일 후생관 메뉴 찌개 삼겹살김치찌개 계란후라이 돌솥 운영없음 특 식 베이컨참치볶음밥 순살돈까스 고정메뉴 분식 생협김밥  참치마요김밥  유부우동  꼬지우동  김치우동  김밥우동세트 라면 신라면  치즈라면  순두부열라면  짜계치  라면정식  라면김밥세트   요일별 샐러드 양식 월  금    소시지오므라이스화     새우튀김오므라이스 수    통등심돈까스  치즈돈까스목    스페셜오므라이스 ,,교내학식,후생관,전체,수요일,인식하지못함
10:47:49,후생관 메뉴 뭐야 ,수요일 후생관 메뉴 찌개 삼겹살김치찌개 계란후라이 돌솥 운영없음 특 식 베이컨참치볶음밥 순살돈까스 고정메뉴 분식 생협김밥  참치마요김밥  유부우동  꼬지우동  김치우동  김밥우동세트 라면 신라면  치즈라면  순두부열라면  짜계치  라면정식  라면김밥세트   요일별 샐러드 양식 월  금    소시지오므라이스화     새우튀김오므라이스 수    통등심돈까스  치즈돈까스목    스페셜오므라이스 ,,교내학식,후생관,전체,수요일,인식하지못함
10:47:49,공3,한국어 너무 어려워요         어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,3호관
10:47:50,인문사회관,이해하기가 힘들어요        어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,인식하지못함
10:47:50,상대,http   kko to VMmHLD6Xmz,,위치,전북대학교 상과대학,인식하지못함,인식하지못함,인식하지못함
10:47:53,자연5,         무슨 말인지 잘 모르겠어요  어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,5호관
10:47:53,상3,http   kko to 42EeKsN TG,,위치,전북대학교 상과대학,인식하지못함,인식하지못함,3호관
10:47:59,진수당 저녁 메뉴,진수원 수요일 저녁 참치김치찌개 라면사리돈까스 샐러드아비꼬카레소시지떡볶음,,교내학식,진수원,저녁,수요일,인식하지못함
10:47:59,공대 3,http   kko to rH1HYH3RKv,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,3호관
10:47:59,진수당 메뉴,가지고 있는 데이터가 없어요   아마도 열지않았거나 없는 장소인 것 같아요 o      o ,,교내학식,진수원,아침,수요일,인식하지못함
10:47:59,사회과학대학,http   kko to DE7z2PMWSm,,위치,전북대학교 사회과학대학,인식하지못함,인식하지못함,인식하지못함
10:48:0,   ,진수원 수요일 점심 온메밀소바불맛돈불고기계란찜청경채나물,,교내학식,진수원,점심,수요일,인식하지못함
10:48:2,자연대5,http   kko to DoMolGL4ZE,,위치,전북대학교 자연과학대학,인식하지못함,인식하지못함,5호관
10:48:3,후생관 밥,수요일 후생관 메뉴 찌개 삼겹살김치찌개 계란후라이 돌솥 운영없음 특 식 베이컨참치볶음밥 순살돈까스 고정메뉴 분식 생협김밥  참치마요김밥  유부우동  꼬지우동  김치우동  김밥우동세트 라면 신라면  치즈라면  순두부열라면  짜계치  라면정식  라면김밥세트   요일별 샐러드 양식 월  금    소시지오므라이스화     새우튀김오므라이스 수    통등심돈까스  치즈돈까스목    스페셜오므라이스 ,,교내학식,후생관,전체,수요일,인식하지못함
10:48:4,사회대,http   kko to DE7z2PMWSm,,위치,전북대학교 사회과학대학,인식하지못함,인식하지못함,인식하지못함
10:48:6,진수원 메뉴,가지고 있는 데이터가 없어요   아마도 열지않았거나 없는 장소인 것 같아요 o      o ,,교내학식,진수원,아침,수요일,인식하지못함
10:48:7,진 점심,이해하기가 힘들어요        혹시 학식을 찾고계신가요  어떤 식당인지도 알려주실래요            ,,교내학식,인식하지못함,점심,수요일,인식하지못함
10:48:8,인사관,         무슨 말인지 잘 모르겠어요  혹시 학과사무실 정보를 찾으시나요  조금 더 자세히 입력해주세요        ,,학과사무실,인식하지못함,인식하지못함,인식하지못함,인식하지못함
10:48:9,진수당 목요일 저녁 메뉴,진수원 목요일 저녁 돈등뼈감자탕뿌링클치킨불닭팽이구이단호박샐러드,,교내학식,진수원,저녁,목요일,인식하지못함
10:48:13,후생관 목요일 점심,목요일 후생관 메뉴 찌개 사골순대국밥 요구르트 돌솥 김치베이컨치즈돌솥 특 식 운영없음 고정메뉴 분식 생협김밥  참치마요김밥  유부우동  꼬지우동  김치우동  김밥우동세트 라면 신라면  치즈라면  순두부열라면  짜계치  라면정식  라면김밥세트   요일별 샐러드 양식 월  금    소시지오므라이스화     새우튀김오므라이스 수    통등심돈까스  치즈돈까스목    스페셜오므라이스 ,,교내학식,후생관,전체,목요일,인식하지못함
10:48:18,진수원,가지고 있는 데이터가 없어요   아마도 열지않았거나 없는 장소인 것 같아요 o      o ,,교내학식,진수원,아침,수요일,인식하지못함
10:48:21,후생관,수요일 후생관 메뉴 찌개 삼겹살김치찌개 계란후라이 돌솥 운영없음 특 식 베이컨참치볶음밥 순살돈까스 고정메뉴 분식 생협김밥  참치마요김밥  유부우동  꼬지우동  김치우동  김밥우동세트 라면 신라면  치즈라면  순두부열라면  짜계치  라면정식  라면김밥세트   요일별 샐러드 양식 월  금    소시지오므라이스화     새우튀김오므라이스 수    통등심돈까스  치즈돈까스목    스페셜오므라이스 ,,교내학식,후생관,전체,수요일,인식하지못함
10:48:24,   ,진수원 수요일 점심 온메밀소바불맛돈불고기계란찜청경채나물,,교내학식,진수원,점심,수요일,인식하지못함
10:48:27,  ,참빛관 수요일 아침 쌀밥 떡국 동그랑땡야채조림 상추무침 무말랭이무침 김치  간편식  모듬야채죽 동그랑땡야채조림 무말랭이무침 김치 두유,,교내학식,참빛관,아침,수요일,인식하지못함
10:48:29,  ,         무슨 말인지 잘 모르겠어요  더 자세히 말씀해주실 수 있나요              ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
10:48:32,기공,기계공학과 사무실 사무실   공대 4호관 212호 T 063 270 2316 F 063 270 2315,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
10:48:32,12월 20일 후생관 점심,월요일 후생관 메뉴 찌개 등뼈감자탕 라면사리 돌솥 운영없음 특 식 삼겹살김치볶음밥 순살치킨까스 고정메뉴 분식 생협김밥  참치마요김밥  유부우동  꼬지우동  김치우동  김밥우동세트 라면 신라면  치즈라면  순두부열라면  짜계치  라면정식  라면김밥세트   요일별 샐러드 양식 월  금    소시지오므라이스화     새우튀김오므라이스 수    통등심돈까스  치즈돈까스목    스페셜오므라이스 ,,교내학식,후생관,전체,월요일,인식하지못함
10:48:37,기설 학과 사무실 어디있어 ,기계설계공학과 사무실 사무실   공대 3호관 211호 T 063 270 2452 F 063 270 2460,,학과사무실,기계설계공학과,인식하지못함,인식하지못함,인식하지못함
10:48:46,기공,기계공학과 사무실 사무실   공대 4호관 212호 T 063 270 2316 F 063 270 2315,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
10:48:54,공대 3호관 211호,http   kko to gQZ6Xbpv1G,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,인식하지못함
10:49:11,기공 과사,기계공학과 사무실 사무실   공대 4호관 212호 T 063 270 2316 F 063 270 2315,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
10:49:15,기공 과사 어디야 ,기계공학과 사무실 사무실   공대 4호관 212호 T 063 270 2316 F 063 270 2315,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
10:49:20,산공 과사 어디야,산업정보시스템공학과 사무실 사무실   공대 6호관 418호 T 063 270 2327 F 063 270 2333,,학과사무실,산업정보시스템공학과,인식하지못함,인식하지못함,인식하지못함
10:49:29,산공 과사 알려줘,산업정보시스템공학과 사무실 사무실   공대 6호관 418호 T 063 270 2327 F 063 270 2333,,학과사무실,산업정보시스템공학과,인식하지못함,인식하지못함,인식하지못함
10:49:29,기공 과사 어디야,기계공학과 사무실 사무실   공대 4호관 212호 T 063 270 2316 F 063 270 2315,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
10:49:32,전자과 과사 어디,전자공학부 사무실 사무실   공대 7호관 224호 T 063 270 2475  2409  2462 F 063 270 2394,,학과사무실,전자공학부,인식하지못함,인식하지못함,인식하지못함
10:49:37,전자과 과사 위치,전자공학부 사무실 사무실   공대 7호관 224호 T 063 270 2475  2409  2462 F 063 270 2394,,학과사무실,전자공학부,인식하지못함,인식하지못함,인식하지못함
10:49:39,공대 4호관 212호,http   kko to gQZ6Xbpv1G,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,인식하지못함
10:49:40,바메공 과사,바이오메디컬공학부 사무실 사무실   공대 1호관 333호 T 063 270 4063 F 063 270 2247,,학과사무실,바이오메디컬공학부,인식하지못함,인식하지못함,인식하지못함
10:49:52,공대 4호관 221호,http   kko to gQZ6Xbpv1G,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,인식하지못함
10:49:57,공대 4호관,http   kko to TAnkAoL0Uq,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,4호관
10:50:6,공대 4호관 212호,http   kko to gQZ6Xbpv1G,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,인식하지못함
10:50:7,공대 4호관 221호,http   kko to gQZ6Xbpv1G,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,인식하지못함
10:50:18,공대4호관,http   kko to TAnkAoL0Uq,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,4호관
10:50:21,공대 4호관 211호,http   kko to gQZ6Xbpv1G,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,인식하지못함
10:50:43,공대 4호관 212호,http   kko to gQZ6Xbpv1G,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,인식하지못함
10:50:45,공대4호관212호,http   kko to gQZ6Xbpv1G,,위치,전북대학교 공과대학,인식하지못함,인식하지못함,인식하지못함
10:50:58,공지사항, 해외어학연수  2022동계방학 및 2023 1학기 해외어학연수 파견학생 추가 선발 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51729  공학교육혁신센터  특허 실무 특강 개최 안내 12 21 수 까지 모집  https   www jbnu ac kr kor  menuID 139 mode view no 51728 융합학부 예술융합창작프로젝트 작품 전시 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51727  제주대학교  대학원생이 알아야 하는 연구저해 사례 및 발생 시 대응법 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51726  모집연장   공학교육혁신센터  동계 실리콘밸리 온라인 창업연수생 모집 안내  12 16 금  까지  https   www jbnu ac kr kor  menuID 139 mode view no 51725  언어교육부  12월 외국어 강좌 특강 안내 https   www jbnu ac kr kor  menuID 139 mode view no 51724 2022학년도 2학기 국가근로장학생 교외근로  추가 선발 모집 안내 동전주우체국  https   www jbnu ac kr kor  menuID 139 mode view no 51723 2023년도 동계WORKSHOP 파이썬을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51722 2023년도 동계WORKSHOP  R을 이용한 통계자료분석 특강 https   www jbnu ac kr kor  menuID 139 mode view no 51721 ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
10:52:7,책 어디서 빌려,한국어 너무 어려워요         어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,인식하지못함
10:52:35,인믄사회관,총학생회instagram https   www instagram com jbnu ch   총동아리연합회instagram https   www instagram com jbnu dong   홍보대사instagram https   www instagram com jbnu ambassador   전북대학교instagram https   www instagram com jbnu1947   ,,sns안내,전체,인식하지못함,인식하지못함,인식하지못함
10:53:4,인문사회관,아직 공부를 별로 안했어요          어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,인식하지못함
10:53:10,인문대,http   kko to SpLnzD3vLw,,위치,전북대학교 인문대학,인식하지못함,인식하지못함,인식하지못함
10:53:11,자연대 이인재 교수,http   kko to  PkISfyEV5,,위치,전북대학교 자연과학대학,인식하지못함,인식하지못함,인식하지못함
10:53:16,책 빌리는 곳 어디야,너무 어려워요                 어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,인식하지못함
10:53:20,인문사회관이 어디야,아직 공부를 별로 안했어요          어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,인식하지못함
10:53:28,자연대 5호관 212호,http   kko to  PkISfyEV5,,위치,전북대학교 자연과학대학,인식하지못함,인식하지못함,인식하지못함
10:53:32,인사대,너무 어려워요                 혹시 학과사무실 정보를 찾으시나요  조금 더 자세히 입력해주세요        ,,학과사무실,인식하지못함,인식하지못함,인식하지못함,인식하지못함
10:53:42,진수당 가격,가지고 있는 데이터가 없어요   아마도 열지않았거나 없는 장소인 것 같아요 o      o ,,교내학식,진수원,아침,수요일,인식하지못함
10:53:46,생자소,아직 공부를 별로 안했어요          어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,인식하지못함
10:54:28,생자소 어디야,아직 공부를 별로 안했어요          어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,인식하지못함
10:54:41,환생대,아직 공부를 별로 안했어요          더 자세히 말씀해주실 수 있나요              ,,위치,전북대학교 생활과학대학,인식하지못함,인식하지못함,인식하지못함
10:54:50,환생대 어디야,http   kko to Qp0qAgr  j,,위치,전북대학교 생활과학대학,인식하지못함,인식하지못함,인식하지못함
10:55:13,상대 축제 언제야,http   kko to VMmHLD6Xmz,,위치,전북대학교 상과대학,인식하지못함,인식하지못함,인식하지못함
10:55:30,환경생명자원대학 어디야,환경공학 사무실 사무실   공대 6호관 320호 T 063 270 2441 F 063 270 2449,,학과사무실,환경공학,인식하지못함,인식하지못함,인식하지못함
10:55:51,축제 언제야 ,아직 공부를 별로 안했어요          어떤 위치를 찾고있나요  조금 더 자세히 입력해주세요          ,,위치,인식하지못함,인식하지못함,인식하지못함,인식하지못함
11:5:14,익산캠,이해하기가 힘들어요        조금 더 자세히 입력해주세요        ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
11:15:17,무능해,아직 공부를 별로 안했어요          말씀 좀 자세히    좀     부탁드립니다       ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
11:27:16,기공과사,기계공학과 사무실 사무실   공대 4호관 212호 T 063 270 2316 F 063 270 2315,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
13:41:3,도북아,아직 공부를 별로 안했어요          더 자세히 말씀해주실 수 있나요              ,,교내 공지,인식하지못함,인식하지못함,인식하지못함,인식하지못함
13:41:8,기계공학과 사무실,기계공학과 사무실 사무실   공대 4호관 212호 T 063 270 2316 F 063 270 2315,,학과사무실,기계공학과,인식하지못함,인식하지못함,인식하지못함
14:20:4,진수당 고기나오는날 언제지 ,진수원 운영시간 중식 11 30 14 00  석식 17 30 19 00,,교내식당 운영시간,진수원 운영시간,인식하지못함,인식하지못함,인식하지못함
14:20:28,진수당 오늘 밥  몇시까지야   ,진수원 수요일 점심 온메밀소바불맛돈불고기계란찜청경채나물,,교내학식,진수원,점심,수요일,인식하지못함
