의도,개체,시점,요일,세부위치,질문,답변,답변이미지
학과사무실,미술학과,,,,과사 위치좀 띄워봐. 미술학과임.,"사무실 : 예술대 신관 1층 1270호실
T 063-270-3726
F 063-270-2827",
학과사무실,미술학과,,,,어디로 가야 미술학과 과사에요?,"사무실 : 예술대 신관 1층 1270호실
T 063-270-3726
F 063-270-2827",
학과사무실,미술학과,,,,어딨나 미술과 과사,"사무실 : 예술대 신관 1층 1270호실
T 063-270-3726
F 063-270-2827",
학과사무실,미술학과,,,,사무실 오브 미술과,"사무실 : 예술대 신관 1층 1270호실
T 063-270-3726
F 063-270-2827",
학과사무실,미술학과,,,,미술과 사무실 위치 알려줘요,"사무실 : 예술대 신관 1층 1270호실
T 063-270-3726
F 063-270-2827",
학과사무실,미술학과,,,,위치 띄워조. 미술과야.,"사무실 : 예술대 신관 1층 1270호실
T 063-270-3726
F 063-270-2827",
학과사무실,미술학과,,,,미술과 과사 연락처 필요,"사무실 : 예술대 신관 1층 1270호실
T 063-270-3726
F 063-270-2827",
학과사무실,미술학과,,,,미술과 과사무실,"사무실 : 예술대 신관 1층 1270호실
T 063-270-3726
F 063-270-2827",
학과사무실,미술학과,,,,미술과 과사무실 위치 알려줘,"사무실 : 예술대 신관 1층 1270호실
T 063-270-3726
F 063-270-2827",
학과사무실,미술학과,,,,미술과 과사무실 어딨어?,"사무실 : 예술대 신관 1층 1270호실
T 063-270-3726
F 063-270-2827",
학과사무실,미술학과,,,,어디로 가야 미술과 과사무실이야?,"사무실 : 예술대 신관 1층 1270호실
T 063-270-3726
F 063-270-2827",
학과사무실,산업디자인학과,,,,과사 오브 산업디자인학과,"사무실 : 예술대 신관 2층 2010호실 
T 063-270-3755
F 063-270-3587",
학과사무실,산업디자인학과,,,,산업디자인학과 과사무실 연락처좀 알 수 있을까요?,"사무실 : 예술대 신관 2층 2010호실 
T 063-270-3755
F 063-270-3587",
학과사무실,산업디자인학과,,,,산업디자인학과 과사에 용건이 있는데,"사무실 : 예술대 신관 2층 2010호실 
T 063-270-3755
F 063-270-3587",
학과사무실,산업디자인학과,,,,어디로 가야 산업디자인학과 사무실이 있나요?,"사무실 : 예술대 신관 2층 2010호실 
T 063-270-3755
F 063-270-3587",
학과사무실,산업디자인학과,,,,어데있노 산업디자인학과 과사?,"사무실 : 예술대 신관 2층 2010호실 
T 063-270-3755
F 063-270-3587",
학과사무실,산업디자인학과,,,,어디에 산업디자인학과 과사가 있어요?,"사무실 : 예술대 신관 2층 2010호실 
T 063-270-3755
F 063-270-3587",
학과사무실,산업디자인학과,,,,산업디자인학과 과사 위치 알려줘,"사무실 : 예술대 신관 2층 2010호실 
T 063-270-3755
F 063-270-3587",
학과사무실,산업디자인학과,,,,알려줘요 산업디자인학과 과사무실,"사무실 : 예술대 신관 2층 2010호실 
T 063-270-3755
F 063-270-3587",
학과사무실,산업디자인학과,,,,사무실 오브 산업디자인학과,"사무실 : 예술대 신관 2층 2010호실 
T 063-270-3755
F 063-270-3587",
학과사무실,산업디자인학과,,,,알려달라 산디과 삼실,"사무실 : 예술대 신관 2층 2010호실 
T 063-270-3755
F 063-270-3587",
학과사무실,산업디자인학과,,,,산디과 과사 어딨어?,"사무실 : 예술대 신관 2층 2010호실 
T 063-270-3755
F 063-270-3587",
학과사무실,산업디자인학과,,,,산디과 과사무실 위치 알려줘,"사무실 : 예술대 신관 2층 2010호실 
T 063-270-3755
F 063-270-3587",
학과사무실,산업디자인학과,,,,산디과 과사무실 위치 알려줘요,"사무실 : 예술대 신관 2층 2010호실 
T 063-270-3755
F 063-270-3587",
학과사무실,산업디자인학과,,,,과사 위치 띄워. 산디과야,"사무실 : 예술대 신관 2층 2010호실 
T 063-270-3755
F 063-270-3587",
학과사무실,산업디자인학과,,,,산디과 사무실 위치가 어디에요?,"사무실 : 예술대 신관 2층 2010호실 
T 063-270-3755
F 063-270-3587",
학과사무실,산업디자인학과,,,,산디과 과사무실 가려면 어떻게 해요?,"사무실 : 예술대 신관 2층 2010호실 
T 063-270-3755
F 063-270-3587",
학과사무실,산업디자인학과,,,,산디과 과사 전화번호 알려줘,"사무실 : 예술대 신관 2층 2010호실 
T 063-270-3755
F 063-270-3587",
학과사무실,산업디자인학과,,,,산디과 과사 어디야?,"사무실 : 예술대 신관 2층 2010호실 
T 063-270-3755
F 063-270-3587",
학과사무실,산업디자인학과,,,,산디과 위치 과사무실,"사무실 : 예술대 신관 2층 2010호실 
T 063-270-3755
F 063-270-3587",
학과사무실,산업디자인학과,,,,과사무실 오브 산디과,"사무실 : 예술대 신관 2층 2010호실 
T 063-270-3755
F 063-270-3587",
학과사무실,음악과,,,,음악과 과사무실은 어딨는거야,"사무실 : 예술대 신관 3층 3220호실 
T 063-270-3736
F 063-270-3737",
학과사무실,음악과,,,,음악과 사무실에 가고싶어,"사무실 : 예술대 신관 3층 3220호실 
T 063-270-3736
F 063-270-3737",
학과사무실,음악과,,,,음악과 과사에 갈래,"사무실 : 예술대 신관 3층 3220호실 
T 063-270-3736
F 063-270-3737",
학과사무실,음악과,,,,음악과 과사무실 ㅇㄷ,"사무실 : 예술대 신관 3층 3220호실 
T 063-270-3736
F 063-270-3737",
학과사무실,음악과,,,,음악과 삼실 ㅇㄷ,"사무실 : 예술대 신관 3층 3220호실 
T 063-270-3736
F 063-270-3737",
학과사무실,음악과,,,,나 음악과에 전화해야돼.,"사무실 : 예술대 신관 3층 3220호실 
T 063-270-3736
F 063-270-3737",
학과사무실,음악과,,,,음악과 과사무실은 어디에 있죠?,"사무실 : 예술대 신관 3층 3220호실 
T 063-270-3736
F 063-270-3737",
학과사무실,음악과,,,,음악과 사무실 ㅇㄷ,"사무실 : 예술대 신관 3층 3220호실 
T 063-270-3736
F 063-270-3737",
학과사무실,음악과,,,,음악과 과사 어딨슈,"사무실 : 예술대 신관 3층 3220호실 
T 063-270-3736
F 063-270-3737",
학과사무실,음악과,,,,음대 사무실 찾고있엉,"사무실 : 예술대 신관 3층 3220호실 
T 063-270-3736
F 063-270-3737",
학과사무실,음악과,,,,음대 과사 위치,"사무실 : 예술대 신관 3층 3220호실 
T 063-270-3736
F 063-270-3737",
학과사무실,음악과,,,,음대 삼실 어딨냐,"사무실 : 예술대 신관 3층 3220호실 
T 063-270-3736
F 063-270-3737",
학과사무실,음악과,,,,어디로 가야 음대 과사가 나오나,"사무실 : 예술대 신관 3층 3220호실 
T 063-270-3736
F 063-270-3737",
학과사무실,음악과,,,,어데 음대 과사가 있죠?,"사무실 : 예술대 신관 3층 3220호실 
T 063-270-3736
F 063-270-3737",
학과사무실,음악과,,,,어디에 음대 과사무실이 있는거죠?,"사무실 : 예술대 신관 3층 3220호실 
T 063-270-3736
F 063-270-3737",
학과사무실,음악과,,,,급해요 급해 음대 과사!!,"사무실 : 예술대 신관 3층 3220호실 
T 063-270-3736
F 063-270-3737",
학과사무실,음악과,,,,과사무실 가는 길 알려줘 음대,"사무실 : 예술대 신관 3층 3220호실 
T 063-270-3736
F 063-270-3737",
학과사무실,음악과,,,,웨얼 이즈 음대 과사?,"사무실 : 예술대 신관 3층 3220호실 
T 063-270-3736
F 063-270-3737",
학과사무실,음악과,,,,위치좀 알려주라 음대 사무실,"사무실 : 예술대 신관 3층 3220호실 
T 063-270-3736
F 063-270-3737",
학과사무실,음악과,,,,삼실 가고 싶은데 음대야.,"사무실 : 예술대 신관 3층 3220호실 
T 063-270-3736
F 063-270-3737",
학과사무실,한국음악학과,,,,삼실 위치 알려줘. 한국음악학과,"사무실 : 예술대 신관 4층 4230호실 
T 063-270-3716
F 063-270-3709",
학과사무실,한국음악학과,,,,한국음악학과 과사는 어디로 가야돼?,"사무실 : 예술대 신관 4층 4230호실 
T 063-270-3716
F 063-270-3709",
학과사무실,한국음악학과,,,,한국음악학과 사무실 위치 딱 대,"사무실 : 예술대 신관 4층 4230호실 
T 063-270-3716
F 063-270-3709",
학과사무실,한국음악학과,,,,한국음악학과 과삼실 장소 알려줘,"사무실 : 예술대 신관 4층 4230호실 
T 063-270-3716
F 063-270-3709",
학과사무실,한국음악학과,,,,한국음악학과 과사 오디있엉??,"사무실 : 예술대 신관 4층 4230호실 
T 063-270-3716
F 063-270-3709",
학과사무실,한국음악학과,,,,한국음악학과 과사무실,"사무실 : 예술대 신관 4층 4230호실 
T 063-270-3716
F 063-270-3709",
학과사무실,한국음악학과,,,,한국음악학과 사무실 장소를 알려주십시오.,"사무실 : 예술대 신관 4층 4230호실 
T 063-270-3716
F 063-270-3709",
학과사무실,한국음악학과,,,,한국음악학과 과사 어디로 가야해?,"사무실 : 예술대 신관 4층 4230호실 
T 063-270-3716
F 063-270-3709",
학과사무실,한국음악학과,,,,한국음악학과 사무실 위치좀 알려줘,"사무실 : 예술대 신관 4층 4230호실 
T 063-270-3716
F 063-270-3709",
학과사무실,한국음악학과,,,,한국음악학과 과사가 어딨는지를 모르겠네,"사무실 : 예술대 신관 4층 4230호실 
T 063-270-3716
F 063-270-3709",
학과사무실,한국음악학과,,,,국악과 사무실 장소를 모르겠어,"사무실 : 예술대 신관 4층 4230호실 
T 063-270-3716
F 063-270-3709",
학과사무실,한국음악학과,,,,나 국악과 번호 필요해.,"사무실 : 예술대 신관 4층 4230호실 
T 063-270-3716
F 063-270-3709",
학과사무실,한국음악학과,,,,국악과 ㅂㅎ,"사무실 : 예술대 신관 4층 4230호실 
T 063-270-3716
F 063-270-3709",
학과사무실,한국음악학과,,,,전화번호 불러줘. 국악과야.,"사무실 : 예술대 신관 4층 4230호실 
T 063-270-3716
F 063-270-3709",
학과사무실,한국음악학과,,,,내가 원하는건 국악과 전화번호,"사무실 : 예술대 신관 4층 4230호실 
T 063-270-3716
F 063-270-3709",
학과사무실,한국음악학과,,,,국악과 버노 알려줘,"사무실 : 예술대 신관 4층 4230호실 
T 063-270-3716
F 063-270-3709",
학과사무실,한국음악학과,,,,국악과 과사 버노 알려줘,"사무실 : 예술대 신관 4층 4230호실 
T 063-270-3716
F 063-270-3709",
학과사무실,한국음악학과,,,,국악과 과삼실 번호 알려주셈,"사무실 : 예술대 신관 4층 4230호실 
T 063-270-3716
F 063-270-3709",
학과사무실,한국음악학과,,,,국악과 몇번이야?,"사무실 : 예술대 신관 4층 4230호실 
T 063-270-3716
F 063-270-3709",
학과사무실,한국음악학과,,,,국악과 과사에 저나하고싶은데,"사무실 : 예술대 신관 4층 4230호실 
T 063-270-3716
F 063-270-3709",
학과사무실,의예과,,,,저나버노 필요해! 의예과! 급해!!,"사무실 : 의학계열공용관 2층 206호 
T 063-219-5290",
학과사무실,의예과,,,,어디로 걸어야 의예과인가요,"사무실 : 의학계열공용관 2층 206호 
T 063-219-5290",
학과사무실,의예과,,,,의예과에 문의할게 있는데,"사무실 : 의학계열공용관 2층 206호 
T 063-219-5290",
학과사무실,의예과,,,,의예과 연락처좀 알려줘,"사무실 : 의학계열공용관 2층 206호 
T 063-219-5290",
학과사무실,의예과,,,,의예과 연락처가 필요해,"사무실 : 의학계열공용관 2층 206호 
T 063-219-5290",
학과사무실,의예과,,,,어디로 걸어야 의예과 과사야?,"사무실 : 의학계열공용관 2층 206호 
T 063-219-5290",
학과사무실,의예과,,,,전화번호 띄워봐. 의예과,"사무실 : 의학계열공용관 2층 206호 
T 063-219-5290",
학과사무실,의예과,,,,의예과 사무실 번호 알려줘,"사무실 : 의학계열공용관 2층 206호 
T 063-219-5290",
학과사무실,의예과,,,,의예과 과삼실 연락처,"사무실 : 의학계열공용관 2층 206호 
T 063-219-5290",
학과사무실,의예과,,,,의예과 삼실 버노,"사무실 : 의학계열공용관 2층 206호 
T 063-219-5290",
학과사무실,의예과,,,,의대 전화번호 플리즈,"사무실 : 의학계열공용관 2층 206호 
T 063-219-5290",
학과사무실,의예과,,,,아이 니드 의대 과사 연락처,"사무실 : 의학계열공용관 2층 206호 
T 063-219-5290",
학과사무실,의예과,,,,과사 번호 오브 의대,"사무실 : 의학계열공용관 2층 206호 
T 063-219-5290",
학과사무실,의예과,,,,나 의대 과사에 용건이 있어,"사무실 : 의학계열공용관 2층 206호 
T 063-219-5290",
학과사무실,의예과,,,,나 의대 사무실에 볼 일이 이썽,"사무실 : 의학계열공용관 2층 206호 
T 063-219-5290",
학과사무실,의예과,,,,의대 사무실에 용무가 있습니다,"사무실 : 의학계열공용관 2층 206호 
T 063-219-5290",
학과사무실,의예과,,,,의대 과사 조교한테 뭐 물어볼게 있는데,"사무실 : 의학계열공용관 2층 206호 
T 063-219-5290",
학과사무실,의예과,,,,의대 과사무실 어디에요?,"사무실 : 의학계열공용관 2층 206호 
T 063-219-5290",
학과사무실,의예과,,,,의대 과사무실 ㅂㅎ?,"사무실 : 의학계열공용관 2층 206호 
T 063-219-5290",
학과사무실,의예과,,,,의대 과사무실은 어디로 가야 하죠?,"사무실 : 의학계열공용관 2층 206호 
T 063-219-5290",
학과사무실,고고문화인류학과,,,,과사무실인데 n인..,"사무실 : 인문대 2호관 2층 230호 
T 063-270-3283
F 063-270-3282",
학과사무실,고고문화인류학과,,,,고고문화인류학과 과사무실 위치를 알려줘용,"사무실 : 인문대 2호관 2층 230호 
T 063-270-3283
F 063-270-3282",
학과사무실,고고문화인류학과,,,,고고문화인류학과 과사무실 전화번호 알려주세요,"사무실 : 인문대 2호관 2층 230호 
T 063-270-3283
F 063-270-3282",
학과사무실,고고문화인류학과,,,,고고문화인류학과 사무실 어딘가요?,"사무실 : 인문대 2호관 2층 230호 
T 063-270-3283
F 063-270-3282",
학과사무실,고고문화인류학과,,,,고고문화인류학과 사무실 위치,"사무실 : 인문대 2호관 2층 230호 
T 063-270-3283
F 063-270-3282",
학과사무실,고고문화인류학과,,,,사무실 오브 고고문화인류학과,"사무실 : 인문대 2호관 2층 230호 
T 063-270-3283
F 063-270-3282",
학과사무실,고고문화인류학과,,,,고고문화인류학과 사무실 가려구.,"사무실 : 인문대 2호관 2층 230호 
T 063-270-3283
F 063-270-3282",
학과사무실,고고문화인류학과,,,,고고문화인류학과 사무실 오딩?,"사무실 : 인문대 2호관 2층 230호 
T 063-270-3283
F 063-270-3282",
학과사무실,고고문화인류학과,,,,사무실인데 고고문화인류학과꺼 번호,"사무실 : 인문대 2호관 2층 230호 
T 063-270-3283
F 063-270-3282",
학과사무실,고고문화인류학과,,,,사무실 가려고 하는데 고고문화인류학과야.,"사무실 : 인문대 2호관 2층 230호 
T 063-270-3283
F 063-270-3282",
학과사무실,고고문화인류학과,,,,고고학과 사무실은 어딥니까?,"사무실 : 인문대 2호관 2층 230호 
T 063-270-3283
F 063-270-3282",
학과사무실,고고문화인류학과,,,,고고학과 사무실 위치,"사무실 : 인문대 2호관 2층 230호 
T 063-270-3283
F 063-270-3282",
학과사무실,고고문화인류학과,,,,고고학과 사무실 위치 알려줘,"사무실 : 인문대 2호관 2층 230호 
T 063-270-3283
F 063-270-3282",
학과사무실,고고문화인류학과,,,,고고학과 삼실 어댜??,"사무실 : 인문대 2호관 2층 230호 
T 063-270-3283
F 063-270-3282",
학과사무실,고고문화인류학과,,,,고고학과 사무실 어딨엉,"사무실 : 인문대 2호관 2층 230호 
T 063-270-3283
F 063-270-3282",
학과사무실,고고문화인류학과,,,,고고학과 과사 위치,"사무실 : 인문대 2호관 2층 230호 
T 063-270-3283
F 063-270-3282",
학과사무실,고고문화인류학과,,,,고고학과 ㄱㅅ 위치,"사무실 : 인문대 2호관 2층 230호 
T 063-270-3283
F 063-270-3282",
학과사무실,고고문화인류학과,,,,고고학과 과사 ㅇㅊ,"사무실 : 인문대 2호관 2층 230호 
T 063-270-3283
F 063-270-3282",
학과사무실,고고문화인류학과,,,,고고학과 과사 어딨죠?,"사무실 : 인문대 2호관 2층 230호 
T 063-270-3283
F 063-270-3282",
학과사무실,고고문화인류학과,,,,과사 오브 고고학과 알려줘요,"사무실 : 인문대 2호관 2층 230호 
T 063-270-3283
F 063-270-3282",
학과사무실,국어국문학과,,,,국어국문학과 과사무실 전화번호좀.,"사무실 : 인문사회관 320호(3층)  
T 063-270-3166
F 063-270-3169",
학과사무실,국어국문학과,,,,국어국문학과 과사무실이 어디야?,"사무실 : 인문사회관 320호(3층)  
T 063-270-3166
F 063-270-3169",
학과사무실,국어국문학과,,,,국어국문학과 사무실 위치,"사무실 : 인문사회관 320호(3층)  
T 063-270-3166
F 063-270-3169",
학과사무실,국어국문학과,,,,국어국문학과 과사무실 알려줭,"사무실 : 인문사회관 320호(3층)  
T 063-270-3166
F 063-270-3169",
학과사무실,국어국문학과,,,,국어국문학과 사무실은 어디 건물에?,"사무실 : 인문사회관 320호(3층)  
T 063-270-3166
F 063-270-3169",
학과사무실,국어국문학과,,,,국어국문학과 사무실 위치 알려주셈,"사무실 : 인문사회관 320호(3층)  
T 063-270-3166
F 063-270-3169",
학과사무실,국어국문학과,,,,국어국문학과 사무실은 오딨는거야,"사무실 : 인문사회관 320호(3층)  
T 063-270-3166
F 063-270-3169",
학과사무실,국어국문학과,,,,국어국문학과 사무실 ㅇㄷ,"사무실 : 인문사회관 320호(3층)  
T 063-270-3166
F 063-270-3169",
학과사무실,국어국문학과,,,,국어국문학과 과사 어딨죠?,"사무실 : 인문사회관 320호(3층)  
T 063-270-3166
F 063-270-3169",
학과사무실,국어국문학과,,,,어디로 가야 국어국문학과 과사가 나와요?,"사무실 : 인문사회관 320호(3층)  
T 063-270-3166
F 063-270-3169",
학과사무실,국어국문학과,,,,국문과 사무실 위치,"사무실 : 인문사회관 320호(3층)  
T 063-270-3166
F 063-270-3169",
학과사무실,국어국문학과,,,,국문과 삼실 어딨어,"사무실 : 인문사회관 320호(3층)  
T 063-270-3166
F 063-270-3169",
학과사무실,국어국문학과,,,,국문과 삼실 위치 알려줘,"사무실 : 인문사회관 320호(3층)  
T 063-270-3166
F 063-270-3169",
학과사무실,국어국문학과,,,,어디에 있나 국문과 과사,"사무실 : 인문사회관 320호(3층)  
T 063-270-3166
F 063-270-3169",
학과사무실,국어국문학과,,,,위치가 어디냐 국문과 사무실,"사무실 : 인문사회관 320호(3층)  
T 063-270-3166
F 063-270-3169",
학과사무실,국어국문학과,,,,사무실 오브 국문과,"사무실 : 인문사회관 320호(3층)  
T 063-270-3166
F 063-270-3169",
학과사무실,국어국문학과,,,,삼실갈래 국문과,"사무실 : 인문사회관 320호(3층)  
T 063-270-3166
F 063-270-3169",
학과사무실,국어국문학과,,,,과사 오브 국문과,"사무실 : 인문사회관 320호(3층)  
T 063-270-3166
F 063-270-3169",
학과사무실,국어국문학과,,,,국문과 과사 어디야,"사무실 : 인문사회관 320호(3층)  
T 063-270-3166
F 063-270-3169",
학과사무실,국어국문학과,,,,국문과 과사 위치,"사무실 : 인문사회관 320호(3층)  
T 063-270-3166
F 063-270-3169",
학과사무실,독일학과,,,,독일학과 과사 위치,"사무실 : 인문대 2호관 2층 224호실 
T 063-270-3181
F 063-270-3295",
학과사무실,독일학과,,,,독일학과 삼실,"사무실 : 인문대 2호관 2층 224호실 
T 063-270-3181
F 063-270-3295",
학과사무실,독일학과,,,,사무실 위치좀 알려줘. 독일학과이야.,"사무실 : 인문대 2호관 2층 224호실 
T 063-270-3181
F 063-270-3295",
학과사무실,독일학과,,,,독일학과 과사 연락처좀 알려주셈,"사무실 : 인문대 2호관 2층 224호실 
T 063-270-3181
F 063-270-3295",
학과사무실,독일학과,,,,독일학과 사무실이 어디죠?,"사무실 : 인문대 2호관 2층 224호실 
T 063-270-3181
F 063-270-3295",
학과사무실,독일학과,,,,독일학과 삼실 위치,"사무실 : 인문대 2호관 2층 224호실 
T 063-270-3181
F 063-270-3295",
학과사무실,독일학과,,,,독일학과 과사좀 가자,"사무실 : 인문대 2호관 2층 224호실 
T 063-270-3181
F 063-270-3295",
학과사무실,독일학과,,,,독일학과 사무실 ㅇㄷ,"사무실 : 인문대 2호관 2층 224호실 
T 063-270-3181
F 063-270-3295",
학과사무실,독일학과,,,,독일학과 과사 저나버노,"사무실 : 인문대 2호관 2층 224호실 
T 063-270-3181
F 063-270-3295",
학과사무실,독일학과,,,,독일학과 과사 위치 알려줘,"사무실 : 인문대 2호관 2층 224호실 
T 063-270-3181
F 063-270-3295",
학과사무실,독일학과,,,,독일학과 사무실 어디야?,"사무실 : 인문대 2호관 2층 224호실 
T 063-270-3181
F 063-270-3295",
학과사무실,독일학과,,,,전화해야되는데 독일학과 과사 버노좀.,"사무실 : 인문대 2호관 2층 224호실 
T 063-270-3181
F 063-270-3295",
학과사무실,독일학과,,,,과사무실인데 독일학과,"사무실 : 인문대 2호관 2층 224호실 
T 063-270-3181
F 063-270-3295",
학과사무실,독일학과,,,,과사인데 독일학과꺼,"사무실 : 인문대 2호관 2층 224호실 
T 063-270-3181
F 063-270-3295",
학과사무실,독일학과,,,,독일학과 과사무실 위치,"사무실 : 인문대 2호관 2층 224호실 
T 063-270-3181
F 063-270-3295",
학과사무실,독일학과,,,,독일학과 과사무실 어딨습니까?,"사무실 : 인문대 2호관 2층 224호실 
T 063-270-3181
F 063-270-3295",
학과사무실,독일학과,,,,과사 위치를 알려달라. 독일학과이니라.,"사무실 : 인문대 2호관 2층 224호실 
T 063-270-3181
F 063-270-3295",
학과사무실,독일학과,,,,독일학과 삼실 위치 알려줘,"사무실 : 인문대 2호관 2층 224호실 
T 063-270-3181
F 063-270-3295",
학과사무실,독일학과,,,,독일학과 과사는 어디로 가야 있는거야?,"사무실 : 인문대 2호관 2층 224호실 
T 063-270-3181
F 063-270-3295",
학과사무실,독일학과,,,,과산데 독일학과이야.,"사무실 : 인문대 2호관 2층 224호실 
T 063-270-3181
F 063-270-3295",
학과사무실,문헌정보학과,,,,과사 위치좀 띄워봐. 문헌정보학과임.,"사무실 : 인문사회관 427호(4층) 
T 063-270-3253
F 063-270-3260",
학과사무실,문헌정보학과,,,,어디로 가야 문헌정보학과 과사에요?,"사무실 : 인문사회관 427호(4층) 
T 063-270-3253
F 063-270-3260",
학과사무실,문헌정보학과,,,,어딨나 문헌정보학과 과사,"사무실 : 인문사회관 427호(4층) 
T 063-270-3253
F 063-270-3260",
학과사무실,문헌정보학과,,,,사무실 오브 문헌정보학과,"사무실 : 인문사회관 427호(4층) 
T 063-270-3253
F 063-270-3260",
학과사무실,문헌정보학과,,,,문헌정보학과 사무실 위치 알려줘요,"사무실 : 인문사회관 427호(4층) 
T 063-270-3253
F 063-270-3260",
학과사무실,문헌정보학과,,,,위치 띄워조. 문헌정보학과야.,"사무실 : 인문사회관 427호(4층) 
T 063-270-3253
F 063-270-3260",
학과사무실,문헌정보학과,,,,문헌정보학과 과사 연락처 필요,"사무실 : 인문사회관 427호(4층) 
T 063-270-3253
F 063-270-3260",
학과사무실,문헌정보학과,,,,문헌정보학과 과사무실,"사무실 : 인문사회관 427호(4층) 
T 063-270-3253
F 063-270-3260",
학과사무실,문헌정보학과,,,,문헌정보학과 과사무실 위치 알려줘,"사무실 : 인문사회관 427호(4층) 
T 063-270-3253
F 063-270-3260",
학과사무실,문헌정보학과,,,,문헌정보학과 과사무실 어딨어?,"사무실 : 인문사회관 427호(4층) 
T 063-270-3253
F 063-270-3260",
학과사무실,문헌정보학과,,,,어디로 가야 문헌정보학과 과사무실이야?,"사무실 : 인문사회관 427호(4층) 
T 063-270-3253
F 063-270-3260",
학과사무실,문헌정보학과,,,,과사 오브 문헌정보학과,"사무실 : 인문사회관 427호(4층) 
T 063-270-3253
F 063-270-3260",
학과사무실,문헌정보학과,,,,문헌정보학과 과사무실 연락처좀 알 수 있을까요?,"사무실 : 인문사회관 427호(4층) 
T 063-270-3253
F 063-270-3260",
학과사무실,문헌정보학과,,,,문헌정보학과 과사에 용건이 있는데,"사무실 : 인문사회관 427호(4층) 
T 063-270-3253
F 063-270-3260",
학과사무실,문헌정보학과,,,,어디로 가야 문정과 사무실이 있나요?,"사무실 : 인문사회관 427호(4층) 
T 063-270-3253
F 063-270-3260",
학과사무실,문헌정보학과,,,,어데있노 문정과 과사?,"사무실 : 인문사회관 427호(4층) 
T 063-270-3253
F 063-270-3260",
학과사무실,문헌정보학과,,,,어디에 문정과 과사가 있어요?,"사무실 : 인문사회관 427호(4층) 
T 063-270-3253
F 063-270-3260",
학과사무실,문헌정보학과,,,,문정과 과사 위치 알려줘,"사무실 : 인문사회관 427호(4층) 
T 063-270-3253
F 063-270-3260",
학과사무실,문헌정보학과,,,,알려줘요 문정과 과사무실,"사무실 : 인문사회관 427호(4층) 
T 063-270-3253
F 063-270-3260",
학과사무실,문헌정보학과,,,,사무실 오브 문정과,"사무실 : 인문사회관 427호(4층) 
T 063-270-3253
F 063-270-3260",
학과사무실,사학과,,,,알려달라 사학과 삼실,"사무실 : 인문대 2호관 2층 226호 
T 063-270-3224
F 063-270-3225",
학과사무실,사학과,,,,사학과 과사 어딨어?,"사무실 : 인문대 2호관 2층 226호 
T 063-270-3224
F 063-270-3225",
학과사무실,사학과,,,,사학과 과사무실 위치 알려줘,"사무실 : 인문대 2호관 2층 226호 
T 063-270-3224
F 063-270-3225",
학과사무실,사학과,,,,사학과 과사무실 위치 알려줘요,"사무실 : 인문대 2호관 2층 226호 
T 063-270-3224
F 063-270-3225",
학과사무실,사학과,,,,과사 위치 띄워. 사학과야,"사무실 : 인문대 2호관 2층 226호 
T 063-270-3224
F 063-270-3225",
학과사무실,사학과,,,,사학과 사무실 위치가 어디에요?,"사무실 : 인문대 2호관 2층 226호 
T 063-270-3224
F 063-270-3225",
학과사무실,사학과,,,,사학과 과사무실 가려면 어떻게 해요?,"사무실 : 인문대 2호관 2층 226호 
T 063-270-3224
F 063-270-3225",
학과사무실,사학과,,,,사학과 과사 전화번호 알려줘,"사무실 : 인문대 2호관 2층 226호 
T 063-270-3224
F 063-270-3225",
학과사무실,사학과,,,,사학과 과사 어디야?,"사무실 : 인문대 2호관 2층 226호 
T 063-270-3224
F 063-270-3225",
학과사무실,사학과,,,,사학과 위치 과사무실,"사무실 : 인문대 2호관 2층 226호 
T 063-270-3224
F 063-270-3225",
학과사무실,사학과,,,,과사무실 오브 사학과,"사무실 : 인문대 2호관 2층 226호 
T 063-270-3224
F 063-270-3225",
학과사무실,사학과,,,,사학과 과사무실은 어딨는거야,"사무실 : 인문대 2호관 2층 226호 
T 063-270-3224
F 063-270-3225",
학과사무실,사학과,,,,사학과 사무실에 가고싶어,"사무실 : 인문대 2호관 2층 226호 
T 063-270-3224
F 063-270-3225",
학과사무실,사학과,,,,사학과 과사에 갈래,"사무실 : 인문대 2호관 2층 226호 
T 063-270-3224
F 063-270-3225",
학과사무실,사학과,,,,사학과 과사무실 ㅇㄷ,"사무실 : 인문대 2호관 2층 226호 
T 063-270-3224
F 063-270-3225",
학과사무실,사학과,,,,사학과 삼실 ㅇㄷ,"사무실 : 인문대 2호관 2층 226호 
T 063-270-3224
F 063-270-3225",
학과사무실,사학과,,,,나 사학과에 전화해야돼.,"사무실 : 인문대 2호관 2층 226호 
T 063-270-3224
F 063-270-3225",
학과사무실,사학과,,,,사학과 과사무실은 어디에 있죠?,"사무실 : 인문대 2호관 2층 226호 
T 063-270-3224
F 063-270-3225",
학과사무실,사학과,,,,사학과 사무실 ㅇㄷ,"사무실 : 인문대 2호관 2층 226호 
T 063-270-3224
F 063-270-3225",
학과사무실,사학과,,,,사학과 과사 어딨슈,"사무실 : 인문대 2호관 2층 226호 
T 063-270-3224
F 063-270-3225",
학과사무실,스페인중남미학과,,,,스페인중남미학과 사무실 찾고있엉,"사무실 : 인문사회관 429호(4층) 
T 063-270-3275
F 063-270-3274",
학과사무실,스페인중남미학과,,,,스페인중남미학과 과사 위치,"사무실 : 인문사회관 429호(4층) 
T 063-270-3275
F 063-270-3274",
학과사무실,스페인중남미학과,,,,스페인중남미학과 삼실 어딨냐,"사무실 : 인문사회관 429호(4층) 
T 063-270-3275
F 063-270-3274",
